transaction_id,date,timestamp,company_name,ticker_symbol,sector,country,currency,transaction_type,price_per_share,volume,transaction_value,market_cap_msek,pe_ratio,earnings_msek,revenue_msek,debt_to_equity,return_on_equity,dividend_yield,beta,sharpe_ratio,daily_return,spread_pct,portfolio_type,risk_rating,analyst_rating,esg_score,credit_rating,var_95,liquidity_score,quarter,fiscal_year
TXN101480,2021-07-15,2021-07-15 15:09:40,IKEA Holding,IKEA,Consumer Discretionary,Netherlands,EUR,BUY,140175.2,723,101346669.41,191114.73,20.43,9354.72,70994.91,1.87,0.0797,0.0453,0.666,2.243,-0.002803,0.011,VALUE,MEDIUM,HOLD,43.5,BBB+,3583940.08,6.8,Q3,2021
TXN101486,2021-07-16,2021-07-16 09:37:36,SKF,SKF,Industrials,Sweden,SEK,SELL,90516.74,7779,704129688.76,94367.18,13.89,6794.45,76316.06,1.983,0.1286,0.0269,0.728,1.534,-0.005017,0.006,FIXED_INCOME,LOW,HOLD,38.0,AA-,12802797.15,5.3,Q3,2021
TXN101487,2021-07-16,2021-07-16 13:44:47,Boliden,BOLI,Materials,Sweden,SEK,DIVIDEND,202046.85,10708,2163517702.13,123920.77,13.25,9349.82,61475.53,2.345,0.1635,0.0025,1.644,1.219,0.014044,0.0031,GROWTH,LOW,SELL,84.8,AA,67647219.38,3.9,Q3,2021
TXN101485,2021-07-16,2021-07-16 10:07:31,Nordea Bank,NORD,Financials,Finland,EUR,BUY,231215.4,5695,1316771720.81,340823.07,8.36,40770.85,271650.03,1.108,0.2171,0.0179,1.229,0.504,-0.009653,0.0144,EQUITY,HIGH,SELL,74.7,AA,26467790.68,4.6,Q3,2021
TXN101484,2021-07-16,2021-07-16 16:23:00,Hexagon AB,HEXA,Technology,Sweden,SEK,SELL,745951.66,11569,8629914731.09,374615.05,49.72,7534.99,35957.0,1.065,0.1872,0.0582,0.548,0.506,-0.010873,0.0135,MIXED,MEDIUM,BUY,83.4,BBB,243401406.88,8.5,Q3,2021
TXN101483,2021-07-16,2021-07-16 10:49:29,Swedbank,SWED,Financials,Sweden,SEK,SELL,173483.46,2030,352171427.82,186448.2,16.94,11006.79,137878.25,1.723,0.2331,0.0466,1.327,-0.321,0.006229,0.0145,GROWTH,VERY_HIGH,HOLD,64.2,BBB,9732301.67,10.0,Q3,2021
TXN101482,2021-07-16,2021-07-16 13:44:38,Hexagon AB,HEXA,Technology,Sweden,SEK,SELL,229337.31,10563,2422490042.93,348804.73,55.11,6328.72,28336.23,1.591,0.168,0.039,1.643,0.735,-0.006993,0.0121,GROWTH,HIGH,STRONG_BUY,88.9,BBB-,75698121.64,8.5,Q3,2021
TXN101481,2021-07-16,2021-07-16 09:07:15,Hexagon AB,HEXA,Technology,Sweden,SEK,SELL,354858.77,3652,1295944230.43,324377.93,36.07,8993.63,75865.58,0.503,0.2226,0.0205,1.514,1.724,-0.02101,0.0156,FIXED_INCOME,MEDIUM,SELL,62.0,BB+,486892.56,3.7,Q3,2021
TXN101488,2021-07-17,2021-07-17 11:24:30,Nordea Bank,NORD,Financials,Finland,EUR,DIVIDEND,504474.19,19383,9778223171.63,299798.89,10.04,29852.61,135042.61,0.303,0.1568,0.0379,1.87,2.104,0.01195,0.0087,VALUE,HIGH,SELL,71.2,A,169948270.82,6.0,Q3,2021
TXN101489,2021-07-17,2021-07-17 11:06:20,Investor AB,INVE,Financials,Sweden,SEK,BUY,1400586.21,3849,5390856306.0,833457.12,14.34,58135.78,309313.26,0.731,0.3409,0.0396,0.796,1.751,-0.01104,0.0076,MIXED,MEDIUM,BUY,91.5,A,165262913.55,4.6,Q3,2021
TXN101490,2021-07-17,2021-07-17 11:25:52,H&M,H&M,Consumer Discretionary,Sweden,SEK,DIVIDEND,144300.96,10034,1447915875.51,154860.15,22.73,6814.34,28121.71,1.195,0.2253,0.0567,1.984,-0.195,0.005507,0.0114,VALUE,MEDIUM,HOLD,42.3,A-,11964146.1,9.8,Q3,2021
TXN101491,2021-07-18,2021-07-18 16:04:33,Volvo AB,VOLV,Industrials,Sweden,SEK,SELL,485970.45,1779,864541436.06,550237.47,19.48,28247.6,366806.23,1.459,0.1043,0.0461,1.951,0.582,-0.000281,0.0022,GROWTH,HIGH,HOLD,84.5,A+,16848859.67,7.3,Q3,2021
TXN101494,2021-07-19,2021-07-19 16:51:20,Swedbank,SWED,Financials,Sweden,SEK,BUY,144612.61,1685,243672240.08,176966.7,15.38,11508.34,208938.02,2.33,0.3449,0.0213,0.661,1.476,0.021206,0.0054,EQUITY,MEDIUM,STRONG_BUY,72.0,BBB-,9874562.87,4.9,Q3,2021
TXN101495,2021-07-19,2021-07-19 11:36:13,Nordea Bank,NORD,Financials,Finland,EUR,BUY,530416.11,3443,1826222676.44,409508.63,11.75,34847.35,229937.45,1.883,0.1361,0.059,1.527,0.618,0.001984,0.0148,EQUITY,MEDIUM,SELL,43.1,BBB+,35449358.88,8.3,Q3,2021
TXN101492,2021-07-19,2021-07-19 10:48:48,Boliden,BOLI,Materials,Sweden,SEK,SELL,77863.63,9106,709026225.67,104939.53,12.14,8646.99,41084.04,1.298,0.3214,0.0345,1.893,2.448,0.031918,0.0025,VALUE,LOW,SELL,79.8,A,18720682.56,8.6,Q3,2021
TXN101493,2021-07-19,2021-07-19 11:55:38,Atlas Copco,ATLA,Industrials,Sweden,SEK,BUY,388846.14,6079,2363795675.78,776189.76,19.95,38905.48,207483.34,0.288,0.1375,0.0546,1.136,2.382,-0.025132,0.0182,EQUITY,HIGH,HOLD,65.5,BBB+,53121439.66,9.2,Q3,2021
TXN101496,2021-07-20,2021-07-20 13:54:48,Swedbank,SWED,Financials,Sweden,SEK,DIVIDEND,140120.4,16421,2300917045.76,202461.38,16.36,12378.44,50476.66,1.597,0.0935,0.0228,0.514,1.308,0.012769,0.0134,EQUITY,HIGH,SELL,48.8,BB,37147406.1,9.7,Q3,2021
TXN101497,2021-07-20,2021-07-20 10:32:19,Ericsson,ERIC,Technology,Sweden,SEK,BUY,252985.05,2736,692167099.05,272555.33,39.56,6889.44,79376.64,1.396,0.1988,0.0128,1.509,-0.147,0.014407,0.0074,EQUITY,MEDIUM,BUY,40.6,A,12709968.56,7.8,Q3,2021
TXN101498,2021-07-21,2021-07-21 11:27:42,Telia Company,TELI,Communication Services,Sweden,SEK,SPLIT,114959.06,1457,167495346.11,117120.74,18.37,6375.54,55810.78,2.355,0.1784,0.0414,1.404,-0.077,0.005071,0.0076,VALUE,MEDIUM,BUY,70.9,AAA,2050358.27,9.9,Q3,2021
TXN101499,2021-07-21,2021-07-21 13:02:33,Volvo AB,VOLV,Industrials,Sweden,SEK,SELL,890494.02,9975,8882677831.32,508476.7,14.23,35730.45,493907.0,0.551,0.124,0.0101,1.511,0.762,0.01925,0.0024,FIXED_INCOME,LOW,HOLD,38.9,BBB+,274414463.28,6.9,Q3,2021
TXN101500,2021-07-21,2021-07-21 16:08:36,Spotify,SPOT,Technology,Sweden,SEK,BUY,268265.0,40612,10894777998.24,471411.08,42.75,11026.85,78829.43,0.769,0.0797,0.0329,0.972,1.072,0.024821,0.0053,VALUE,MEDIUM,SELL,70.6,BBB+,136512616.59,8.2,Q3,2021
TXN101501,2021-07-21,2021-07-21 14:38:34,Alfa Laval,ALFA,Industrials,Sweden,SEK,BUY,254470.6,2514,639739077.36,165869.18,14.81,11197.69,70645.11,2.186,0.3401,0.0449,0.508,-0.096,0.023089,0.0178,MIXED,MEDIUM,BUY,70.0,BBB,4900400.56,5.2,Q3,2021
TXN101502,2021-07-22,2021-07-22 10:42:52,SKF,SKF,Industrials,Sweden,SEK,SELL,48582.55,6940,337162924.34,70939.79,19.93,3558.57,23947.84,2.127,0.32,0.0282,0.86,2.336,-0.002475,0.009,FIXED_INCOME,LOW,STRONG_BUY,40.2,BBB-,6249825.03,7.0,Q3,2021
TXN101507,2021-07-23,2021-07-23 11:25:29,ABB Ltd,ABB,Industrials,Switzerland,CHF,BUY,289803.04,3828,1109366023.19,443970.82,16.85,26355.89,114710.79,1.36,0.1842,0.0491,0.573,-0.241,-0.027332,0.0052,GROWTH,HIGH,HOLD,82.3,A,21902487.85,3.4,Q3,2021
TXN101508,2021-07-23,2021-07-23 15:44:09,H&M,H&M,Consumer Discretionary,Sweden,SEK,SELL,85090.32,5727,487312254.28,133208.85,24.92,5345.4,57464.18,0.222,0.1388,0.0286,1.091,-0.094,0.020394,0.0099,MIXED,MEDIUM,BUY,42.7,AA,9739873.31,9.6,Q3,2021
TXN101506,2021-07-23,2021-07-23 10:35:16,SSAB,SSAB,Materials,Sweden,SEK,DIVIDEND,60206.55,2014,121255999.68,68281.65,16.51,4135.47,17212.72,1.235,0.0911,0.0401,1.94,1.592,-0.005727,0.0192,GROWTH,LOW,STRONG_SELL,62.4,BBB,2419847.19,6.8,Q3,2021
TXN101503,2021-07-23,2021-07-23 09:12:09,Ericsson,ERIC,Technology,Sweden,SEK,BUY,236963.85,12896,3055885863.63,285739.3,29.08,9826.43,49467.53,2.046,0.2132,0.009,1.68,0.423,-0.013505,0.002,FIXED_INCOME,MEDIUM,SELL,35.4,BBB+,43232430.49,4.0,Q3,2021
TXN101504,2021-07-23,2021-07-23 11:38:35,Spotify,SPOT,Technology,Sweden,SEK,DIVIDEND,312357.8,4568,1426850424.4,294976.68,34.82,8472.42,42948.89,1.815,0.3365,0.0435,1.542,1.583,0.001967,0.0067,FIXED_INCOME,HIGH,BUY,80.4,A,40931448.01,9.7,Q3,2021
TXN101505,2021-07-23,2021-07-23 14:17:08,Atlas Copco,ATLA,Industrials,Sweden,SEK,DIVIDEND,1122142.77,3386,3799575408.32,632371.06,15.42,41005.24,267862.08,2.158,0.1055,0.0063,0.612,1.021,0.007082,0.0163,VALUE,HIGH,SELL,81.0,AA-,83046163.07,9.9,Q3,2021
TXN101509,2021-07-24,2021-07-24 10:40:46,Electrolux,ELEC,Consumer Discretionary,Sweden,SEK,SPLIT,31744.57,17897,568132499.75,40781.56,32.9,1239.4,14493.55,1.431,0.2641,0.0238,0.56,0.183,-0.020223,0.0183,FIXED_INCOME,MEDIUM,SELL,61.4,A,20707189.08,6.5,Q3,2021
TXN101510,2021-07-24,2021-07-24 14:36:42,ABB Ltd,ABB,Industrials,Switzerland,CHF,SPLIT,417407.02,13897,5800705357.98,661031.68,14.38,45958.37,393201.91,1.779,0.124,0.0264,1.946,1.378,-0.032877,0.02,FIXED_INCOME,MEDIUM,BUY,47.4,A+,123730248.24,7.4,Q3,2021
TXN101511,2021-07-24,2021-07-24 11:26:52,SKF,SKF,Industrials,Sweden,SEK,RIGHTS_ISSUE,57417.64,3935,225938416.09,97165.54,13.9,6991.23,48873.16,0.782,0.1171,0.0575,1.043,-0.361,0.027981,0.0078,VALUE,MEDIUM,SELL,66.9,A-,8340856.46,6.3,Q3,2021
TXN101512,2021-07-24,2021-07-24 15:24:01,SEB,SEB,Financials,Sweden,SEK,BUY,146538.3,8853,1297303571.82,216901.35,16.14,13435.56,184983.37,1.267,0.224,0.0423,1.116,1.707,-0.017361,0.0076,MIXED,HIGH,HOLD,65.1,A+,19506734.83,9.7,Q3,2021
TXN101513,2021-07-24,2021-07-24 10:17:07,SSAB,SSAB,Materials,Sweden,SEK,BUY,55839.81,2086,116481838.47,74187.01,17.47,4246.12,42856.2,1.405,0.1718,0.0118,1.422,2.481,-0.009169,0.0044,FIXED_INCOME,HIGH,SELL,88.5,AA-,2643342.44,5.7,Q3,2021
TXN101514,2021-07-24,2021-07-24 15:04:21,Electrolux,ELEC,Consumer Discretionary,Sweden,SEK,DIVIDEND,22363.85,2651,59286566.12,41755.1,28.05,1488.52,24576.24,0.874,0.1883,0.016,0.573,-0.24,-0.00085,0.0172,EQUITY,LOW,HOLD,62.9,BB+,1276460.28,4.0,Q3,2021
TXN101515,2021-07-25,2021-07-25 14:49:17,H&M,H&M,Consumer Discretionary,Sweden,SEK,SPLIT,438083.08,9863,4320813381.14,225488.52,24.17,9327.8,59787.32,2.051,0.2668,0.0372,1.125,1.877,-0.001054,0.0162,MIXED,HIGH,HOLD,88.2,BBB,97444623.38,3.6,Q3,2021
TXN101516,2021-07-25,2021-07-25 13:00:06,SEB,SEB,Financials,Sweden,SEK,SPLIT,273797.64,5660,1549694621.54,292498.02,13.57,21558.63,112336.01,0.897,0.078,0.0187,1.657,2.132,-0.023117,0.0014,FIXED_INCOME,MEDIUM,HOLD,58.5,A+,52460841.6,3.2,Q3,2021
TXN101517,2021-07-25,2021-07-25 15:06:50,Hexagon AB,HEXA,Technology,Sweden,SEK,BUY,331704.04,2677,887971709.65,306559.52,34.72,8829.16,51710.61,2.479,0.2142,0.0388,1.879,0.622,-0.027927,0.0172,FIXED_INCOME,MEDIUM,STRONG_BUY,34.9,BBB-,14614937.8,7.9,Q3,2021
TXN101520,2021-07-26,2021-07-26 13:38:06,Spotify,SPOT,Technology,Sweden,SEK,SELL,466917.37,9333,4357739860.06,369645.9,31.72,11654.31,117329.91,1.992,0.1632,0.0004,1.121,0.184,0.019938,0.0029,VALUE,MEDIUM,HOLD,61.1,A,27721189.09,9.2,Q3,2021
TXN101518,2021-07-26,2021-07-26 13:37:52,Nordea Bank,NORD,Financials,Finland,EUR,SELL,258494.21,5634,1456356372.36,380335.26,16.97,22410.53,197761.13,0.952,0.3253,0.0008,0.791,0.766,0.035918,0.0131,FIXED_INCOME,HIGH,BUY,59.1,AAA,31662003.67,3.4,Q3,2021
TXN101519,2021-07-26,2021-07-26 14:44:36,Alfa Laval,ALFA,Industrials,Sweden,SEK,SELL,74290.46,866,64335542.53,148031.91,17.54,8440.12,98451.89,1.992,0.3114,0.0234,1.267,2.36,-0.006125,0.0014,EQUITY,HIGH,HOLD,93.2,BB+,1602496.47,4.0,Q3,2021
TXN101521,2021-07-27,2021-07-27 14:48:24,Ericsson,ERIC,Technology,Sweden,SEK,BUY,242361.82,2116,512837604.91,244642.35,28.1,8706.07,96237.3,0.436,0.2063,0.0593,0.551,0.883,0.007731,0.0157,FIXED_INCOME,HIGH,STRONG_BUY,46.4,A,1437754.89,3.7,Q3,2021
TXN101523,2021-07-28,2021-07-28 09:43:32,SEB,SEB,Financials,Sweden,SEK,DIVIDEND,125531.33,4442,557610187.09,245342.27,9.9,24773.41,168929.43,2.329,0.1014,0.0509,1.127,-0.09,0.027348,0.0165,MIXED,MEDIUM,HOLD,30.7,A+,7017609.38,5.3,Q3,2021
TXN101522,2021-07-28,2021-07-28 15:30:37,Swedbank,SWED,Financials,Sweden,SEK,BUY,88705.87,1071,95003987.07,175528.22,10.98,15984.27,74566.77,0.51,0.2728,0.0173,1.825,0.785,0.010231,0.017,MIXED,MEDIUM,HOLD,83.9,BB,1769868.4,6.2,Q3,2021
TXN101524,2021-07-29,2021-07-29 11:24:36,SEB,SEB,Financials,Sweden,SEK,BUY,259542.34,6713,1742307701.65,405552.35,17.17,23615.23,98562.19,0.827,0.3238,0.0442,0.731,1.331,-0.022057,0.019,FIXED_INCOME,HIGH,BUY,73.9,AA,42693754.65,4.3,Q3,2021
TXN101525,2021-07-30,2021-07-30 14:45:49,ABB Ltd,ABB,Industrials,Switzerland,CHF,RIGHTS_ISSUE,954167.0,13660,13033921169.04,701598.51,15.65,44829.85,246882.81,0.607,0.2131,0.0575,1.442,-0.35,-0.002891,0.0044,EQUITY,MEDIUM,BUY,41.6,BBB-,247639153.39,3.7,Q3,2021
TXN101526,2021-07-31,2021-07-31 15:45:29,Sandvik,SAND,Industrials,Sweden,SEK,DIVIDEND,375634.19,9634,3618859762.69,366803.72,18.33,20009.79,145259.0,1.137,0.1595,0.0316,1.407,0.899,-0.010126,0.0129,VALUE,MEDIUM,SELL,93.1,A-,90657904.08,4.3,Q3,2021
TXN101527,2021-07-31,2021-07-31 14:51:29,Swedbank,SWED,Financials,Sweden,SEK,BUY,210899.96,5378,1134219967.37,192010.27,15.24,12603.14,61338.1,1.353,0.285,0.019,1.274,1.56,0.021704,0.0161,GROWTH,HIGH,HOLD,61.3,BBB-,12668611.84,5.8,Q3,2021
TXN101528,2021-08-01,2021-08-01 13:27:33,SKF,SKF,Industrials,Sweden,SEK,SELL,64418.45,17528,1129126504.2,119252.5,23.63,5047.11,58864.08,1.384,0.0856,0.0168,1.529,-0.267,0.015936,0.0049,MIXED,LOW,HOLD,90.7,A-,20796084.72,3.7,Q3,2021
TXN101533,2021-08-02,2021-08-02 11:30:31,Volvo AB,VOLV,Industrials,Sweden,SEK,BUY,386397.55,3504,1353937002.02,450441.88,16.59,27145.63,162896.07,1.485,0.2127,0.0074,1.16,1.936,-0.018758,0.0029,GROWTH,HIGH,HOLD,86.2,BBB,24139369.04,8.3,Q3,2021
TXN101531,2021-08-02,2021-08-02 11:36:03,Sandvik,SAND,Industrials,Sweden,SEK,SELL,522973.26,3058,1599252228.07,285501.52,14.42,19804.95,83072.69,1.261,0.1752,0.0161,1.837,2.037,0.011165,0.0085,EQUITY,LOW,BUY,36.4,BB+,30098445.34,4.1,Q3,2021
TXN101532,2021-08-02,2021-08-02 16:51:55,H&M,H&M,Consumer Discretionary,Sweden,SEK,SELL,216965.43,3064,664782075.95,178561.27,16.58,10772.13,67595.72,1.978,0.335,0.0419,0.649,-0.234,0.028555,0.0078,MIXED,VERY_HIGH,SELL,94.9,A+,17865728.43,7.1,Q3,2021
TXN101529,2021-08-02,2021-08-02 10:19:26,Sandvik,SAND,Industrials,Sweden,SEK,DIVIDEND,239980.65,1043,250299821.06,234149.84,19.04,12298.31,83822.49,1.309,0.0764,0.0481,1.222,1.963,-0.018576,0.003,MIXED,VERY_HIGH,SELL,75.6,AA+,5070462.02,3.7,Q3,2021
TXN101530,2021-08-02,2021-08-02 10:04:46,IKEA Holding,IKEA,Consumer Discretionary,Netherlands,EUR,SELL,138909.81,14815,2057948811.3,160254.13,32.88,4874.41,27085.71,0.347,0.1475,0.0223,1.221,0.007,-0.01803,0.0052,EQUITY,VERY_HIGH,HOLD,88.5,BBB+,48757920.18,4.3,Q3,2021
TXN101534,2021-08-03,2021-08-03 10:25:00,SKF,SKF,Industrials,Sweden,SEK,SELL,82038.72,930,76296011.36,121234.11,21.58,5618.91,24859.99,2.248,0.1864,0.0516,0.652,-0.195,0.021644,0.015,VALUE,MEDIUM,STRONG_BUY,54.6,BB,1757837.35,7.6,Q3,2021
TXN101535,2021-08-03,2021-08-03 09:45:27,SSAB,SSAB,Materials,Sweden,SEK,DIVIDEND,44481.34,2263,100661277.32,73143.49,12.4,5897.45,31633.45,1.558,0.2388,0.0206,1.143,1.174,0.026991,0.0012,FIXED_INCOME,LOW,STRONG_BUY,44.6,BBB,1794539.6,6.9,Q3,2021
TXN101536,2021-08-04,2021-08-04 12:47:42,Electrolux,ELEC,Consumer Discretionary,Sweden,SEK,BUY,30739.62,3114,95723185.79,54740.44,34.06,1607.24,6910.28,0.332,0.1244,0.0029,1.425,1.631,-0.006091,0.0015,MIXED,VERY_HIGH,STRONG_BUY,80.9,AA,1292943.92,8.2,Q3,2021
TXN101537,2021-08-04,2021-08-04 09:38:28,SKF,SKF,Industrials,Sweden,SEK,BUY,64625.08,2575,166409582.36,95956.71,24.36,3938.42,29633.32,2.431,0.2381,0.025,1.704,0.386,-0.009203,0.016,VALUE,LOW,STRONG_BUY,73.9,A,2995080.21,8.0,Q3,2021
TXN101538,2021-08-04,2021-08-04 12:11:04,Swedbank,SWED,Financials,Sweden,SEK,BUY,485227.24,4540,2202931679.4,270406.19,16.41,16480.99,108270.19,1.765,0.1741,0.0388,0.886,0.804,-0.003133,0.0137,VALUE,HIGH,STRONG_BUY,41.1,AA,13504622.21,6.6,Q3,2021
TXN101539,2021-08-05,2021-08-05 14:03:27,Telia Company,TELI,Communication Services,Sweden,SEK,BUY,71342.36,473,33744935.09,131704.77,23.94,5500.7,72236.61,0.743,0.2106,0.0572,0.931,0.963,-0.005288,0.0198,FIXED_INCOME,MEDIUM,SELL,75.4,A,76520.49,7.2,Q3,2021
TXN101540,2021-08-05,2021-08-05 11:23:07,Alfa Laval,ALFA,Industrials,Sweden,SEK,SELL,213765.47,759,162247993.24,165624.74,22.65,7311.36,54841.23,1.848,0.3249,0.0552,1.556,1.411,0.037758,0.011,GROWTH,MEDIUM,BUY,32.4,AA,4842267.02,3.8,Q3,2021
TXN101544,2021-08-06,2021-08-06 16:57:39,SKF,SKF,Industrials,Sweden,SEK,SELL,98660.11,6480,639317533.19,93037.95,12.74,7303.43,62725.03,0.417,0.0756,0.0395,1.078,2.114,-0.020318,0.0137,EQUITY,MEDIUM,SELL,55.5,A-,15655932.73,9.5,Q3,2021
TXN101542,2021-08-06,2021-08-06 13:13:00,Alfa Laval,ALFA,Industrials,Sweden,SEK,BUY,85106.63,2187,186128189.97,165920.73,12.97,12788.6,94499.44,0.705,0.1584,0.0156,0.639,1.181,0.019592,0.0168,MIXED,HIGH,SELL,45.7,BB,2144691.42,3.1,Q3,2021
TXN101541,2021-08-06,2021-08-06 10:18:19,IKEA Holding,IKEA,Consumer Discretionary,Netherlands,EUR,SELL,134123.82,8608,1154537842.43,137179.25,27.71,4951.17,27439.73,0.604,0.3258,0.048,0.845,0.958,-0.001398,0.0091,FIXED_INCOME,LOW,HOLD,60.5,BBB-,20026077.96,7.3,Q3,2021
TXN101543,2021-08-06,2021-08-06 12:59:19,Boliden,BOLI,Materials,Sweden,SEK,SELL,64727.34,3162,204667838.12,95455.66,16.38,5827.89,26357.88,2.406,0.1923,0.0583,1.117,0.154,0.012183,0.011,GROWTH,MEDIUM,HOLD,91.9,A-,5808248.31,5.4,Q3,2021
TXN101545,2021-08-07,2021-08-07 14:00:39,Alfa Laval,ALFA,Industrials,Sweden,SEK,BUY,79685.14,12761,1016862093.78,136870.06,13.23,10344.29,73517.55,1.573,0.1723,0.0234,1.731,-0.411,0.026379,0.0048,EQUITY,MEDIUM,SELL,44.4,BBB,18646026.74,3.4,Q3,2021
TXN101546,2021-08-07,2021-08-07 13:22:06,Essity,ESSI,Consumer Staples,Sweden,SEK,SELL,96575.96,1299,125452169.66,182546.55,20.61,8855.55,43776.54,1.373,0.1867,0.035,1.835,-0.229,0.00163,0.011,MIXED,HIGH,HOLD,45.1,BBB+,5634368.47,4.9,Q3,2021
TXN101547,2021-08-07,2021-08-07 11:25:22,Volvo AB,VOLV,Industrials,Sweden,SEK,SELL,453771.02,369,167441506.66,550325.42,13.17,41775.87,458529.34,0.661,0.0825,0.0125,1.411,1.697,-0.021694,0.0137,MIXED,VERY_HIGH,BUY,89.3,BBB+,2197460.94,3.2,Q3,2021
TXN101548,2021-08-08,2021-08-08 15:31:12,Volvo AB,VOLV,Industrials,Sweden,SEK,SELL,323279.1,711,229851439.37,402060.7,19.97,20134.34,103200.02,0.225,0.2954,0.0443,0.711,0.543,-0.005716,0.0168,EQUITY,LOW,SELL,69.8,BBB+,3847574.44,6.4,Q3,2021
TXN101549,2021-08-08,2021-08-08 11:26:07,H&M,H&M,Consumer Discretionary,Sweden,SEK,BUY,201051.43,15206,3057188015.76,200493.03,19.46,10303.11,110890.49,0.332,0.2475,0.0329,0.667,0.594,0.002271,0.0058,VALUE,HIGH,STRONG_BUY,30.7,BBB+,67283811.79,8.1,Q3,2021
TXN101550,2021-08-08,2021-08-08 11:49:42,Alfa Laval,ALFA,Industrials,Sweden,SEK,BUY,202099.18,151,30516975.54,186248.76,22.46,8292.03,43422.71,0.761,0.2091,0.0334,1.177,0.038,0.014037,0.0141,EQUITY,VERY_HIGH,HOLD,93.8,A,1151838.38,8.0,Q3,2021
TXN101551,2021-08-09,2021-08-09 16:25:23,ABB Ltd,ABB,Industrials,Switzerland,CHF,BUY,321168.65,4748,1524908762.53,460349.22,17.9,25715.22,172481.25,0.789,0.267,0.0162,1.781,0.033,-0.007672,0.0124,FIXED_INCOME,LOW,SELL,86.5,BBB-,43721469.3,8.9,Q3,2021
TXN101552,2021-08-09,2021-08-09 15:57:11,Spotify,SPOT,Technology,Sweden,SEK,BUY,267002.36,3348,893923895.33,408278.05,54.77,7454.76,34796.17,1.28,0.1136,0.0546,1.584,0.345,-0.015885,0.0106,MIXED,LOW,BUY,79.8,BBB,28372503.02,4.2,Q3,2021
TXN101553,2021-08-10,2021-08-10 10:28:42,Electrolux,ELEC,Consumer Discretionary,Sweden,SEK,BUY,59797.78,3504,209531421.19,51333.14,17.98,2854.89,22950.9,2.202,0.3333,0.0272,0.619,0.273,0.011975,0.0179,MIXED,MEDIUM,BUY,70.3,BBB+,3805965.84,4.7,Q3,2021
TXN101554,2021-08-10,2021-08-10 11:22:47,Essity,ESSI,Consumer Staples,Sweden,SEK,SELL,105697.54,2137,225875648.51,207801.44,23.09,9001.15,94453.96,1.809,0.0589,0.0414,1.186,1.567,-0.009028,0.0166,FIXED_INCOME,VERY_HIGH,STRONG_BUY,81.3,BBB,8836708.07,3.7,Q3,2021
TXN101555,2021-08-10,2021-08-10 14:56:55,Investor AB,INVE,Financials,Sweden,SEK,SELL,445597.22,18707,8335787108.14,745717.04,15.42,48356.89,515936.14,0.46,0.2438,0.059,1.401,1.573,-0.029594,0.0173,EQUITY,MEDIUM,HOLD,93.0,AA-,280805742.53,6.7,Q3,2021
TXN101556,2021-08-10,2021-08-10 12:18:02,Atlas Copco,ATLA,Industrials,Sweden,SEK,SELL,374640.64,1792,671356024.56,659777.24,20.52,32156.04,309116.55,1.003,0.3477,0.0382,1.809,1.923,-0.021616,0.0063,EQUITY,MEDIUM,HOLD,48.6,BBB+,16169717.7,9.8,Q3,2021
TXN101557,2021-08-10,2021-08-10 15:47:21,SEB,SEB,Financials,Sweden,SEK,BUY,173661.27,5304,921099395.33,296463.95,8.36,35459.57,273263.85,2.12,0.3247,0.0142,0.899,0.163,-0.020055,0.0059,GROWTH,HIGH,HOLD,44.8,AAA,23234546.4,8.4,Q3,2021
TXN101558,2021-08-11,2021-08-11 12:30:42,Ericsson,ERIC,Technology,Sweden,SEK,BUY,327318.49,1782,583281548.32,274692.28,51.68,5315.48,89859.17,0.443,0.1821,0.0286,1.724,1.539,-0.017745,0.0169,FIXED_INCOME,LOW,BUY,60.5,A,16369281.98,5.9,Q3,2021
TXN101559,2021-08-11,2021-08-11 15:31:35,ABB Ltd,ABB,Industrials,Switzerland,CHF,BUY,634802.68,7615,4834022420.64,544735.3,23.99,22706.57,359285.66,2.359,0.0584,0.0463,1.302,1.017,0.000662,0.0077,EQUITY,HIGH,HOLD,33.9,BBB+,90068527.31,7.7,Q3,2021
TXN101564,2021-08-12,2021-08-12 09:27:30,IKEA Holding,IKEA,Consumer Discretionary,Netherlands,EUR,SPLIT,66121.18,2478,163848284.79,123808.07,30.44,4067.39,32417.0,0.569,0.29,0.02,0.93,1.793,0.004321,0.0194,GROWTH,MEDIUM,STRONG_BUY,75.3,AA-,3033397.64,6.4,Q3,2021
TXN101562,2021-08-12,2021-08-12 11:09:22,Nordea Bank,NORD,Financials,Finland,EUR,SELL,830182.23,6914,5739879909.43,437080.37,14.82,29484.55,422400.67,0.678,0.1052,0.0312,0.812,1.587,-0.026694,0.0012,EQUITY,LOW,SELL,94.2,BBB+,44697190.71,6.0,Q3,2021
TXN101563,2021-08-12,2021-08-12 12:03:43,SKF,SKF,Industrials,Sweden,SEK,BUY,37784.77,409,15453972.48,73995.43,24.85,2977.96,12402.53,1.891,0.3413,0.0063,0.92,0.26,0.02015,0.0081,EQUITY,HIGH,SELL,31.2,AAA,304452.0,6.2,Q3,2021
TXN101561,2021-08-12,2021-08-12 15:08:07,Hexagon AB,HEXA,Technology,Sweden,SEK,BUY,223162.75,5217,1164240074.7,239701.74,29.19,8213.08,39890.86,1.951,0.1239,0.0518,1.384,0.936,-0.026548,0.0199,VALUE,LOW,HOLD,76.6,A-,16356959.42,9.7,Q3,2021
